task_idx,task,level,difficulty,scaled_difficulty,segment,x0_m,y0_m,x1_m,y1_m,path_len_m,max_step_up_m,max_step_down_m,max_step_m,max_gap_width_m,n_gaps,gap_landing_dz_m,mean_slope_deg,max_slope_deg,min_width_m,median_width_m,lateral_offset_max_m,center_pit_fraction,rise_m,max_height_m,min_height_m,fix_desc
0,jump_on_and_off_box,3,0.3333,0.3333,2,2.4956,2.0492,4.9154,1.9513,2.4218,0.3450,0.3300,0.3450,0.0000,0.0000,0.0000,0.0000,0.0000,1.3000,3.9750,0.0000,0.0000,0.0150,0.3450,0.0000,
0,jump_on_and_off_box,3,0.3333,0.3333,3,4.9154,1.9513,7.4303,2.0439,2.5166,0.3850,0.3450,0.3850,0.0000,0.0000,0.0000,0.0000,0.0000,1.3000,4.0000,0.0000,0.0000,0.0400,0.3850,0.0000,
0,jump_on_and_off_box,3,0.3333,0.3333,4,7.4303,2.0439,9.9912,1.9230,2.5637,0.4450,0.3850,0.4450,0.0000,0.0000,0.0000,0.0000,0.0000,1.3000,4.0000,0.0000,0.0000,0.0600,0.4450,0.0000,
0,jump_on_and_off_box,3,0.3333,0.3333,5,9.9912,1.9230,12.5353,2.0668,2.5482,0.4900,0.4450,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,1.3000,3.9750,0.0000,0.0000,0.0450,0.4900,0.0000,
0,jump_on_and_off_box,3,0.3333,0.3333,6,12.5353,2.0668,15.0260,1.9476,2.4935,0.5600,0.4900,0.5600,0.0000,0.0000,0.0000,0.0000,0.0000,1.3000,3.9500,0.0000,0.0000,0.0700,0.5600,0.0000,
0,jump_on_and_off_box,3,0.3333,0.3333,7,15.0260,1.9476,17.4500,2.0000,2.4246,0.0000,0.5600,0.5600,0.0000,0.0000,0.0000,0.0000,0.0000,1.3000,4.0000,0.0000,0.0000,-0.5600,0.5600,0.0000,
0,jump_on_and_off_box,4,0.4444,0.4111,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0,jump_on_and_off_box,4,0.4444,0.4111,1,1.5000,2.0000,2.6231,2.0339,1.1236,0.3550,-0.0000,0.3550,0.0000,0.0000,0.0000,0.0000,0.0000,1.8000,1.8000,0.0000,0.0000,0.3550,0.3550,0.0000,
0,jump_on_and_off_box,4,0.4444,0.4111,2,2.6231,2.0339,5.0670,2.0332,2.4438,0.3850,0.3550,0.3850,0.0000,0.0000,0.0000,0.0000,0.0000,1.8000,3.9500,0.0000,0.0000,0.0300,0.3850,0.0000,
0,jump_on_and_off_box,4,0.4444,0.4111,3,5.0670,2.0332,7.4462,1.9545,2.3806,0.4500,0.3850,0.4500,0.0000,0.0000,0.0000,0.0000,0.0000,1.8000,4.0000,0.0000,0.0000,0.0650,0.4500,0.0000,
0,jump_on_and_off_box,4,0.4444,0.4111,4,7.4462,1.9545,9.8968,2.0281,2.4517,0.5050,0.4500,0.5050,0.0000,0.0000,0.0000,0.0000,0.0000,1.8000,4.0000,0.0000,0.0000,0.0550,0.5050,0.0000,
0,jump_on_and_off_box,4,0.4444,0.4111,5,9.8968,2.0281,12.3494,1.9203,2.4549,0.5250,0.5050,0.5250,0.0000,0.0000,0.0000,0.0000,0.0000,1.8000,4.0000,0.0000,0.0000,0.0200,0.5250,0.0000,
0,jump_on_and_off_box,4,0.4444,0.4111,6,12.3494,1.9203,14.8581,1.9889,2.5096,0.5900,0.5250,0.5900,0.0000,0.0000,0.0000,0.0000,0.0000,1.8000,4.0000,0.0000,0.0000,0.0650,0.5900,0.0000,
0,jump_on_and_off_box,4,0.4444,0.4111,7,14.8581,1.9889,17.3500,2.0000,2.4920,0.0000,0.5900,0.5900,0.0000,0.0000,0.0000,0.0000,0.0000,1.8000,4.0000,0.0000,0.0000,-0.5900,0.5900,0.0000,
0,jump_on_and_off_box,5,0.5556,0.4889,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0,jump_on_and_off_box,5,0.5556,0.4889,1,1.5000,2.0000,2.5363,2.0683,1.0385,0.3700,-0.0000,0.3700,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,1.9000,0.0000,0.0000,0.3700,0.3700,0.0000,
0,jump_on_and_off_box,5,0.5556,0.4889,2,2.5363,2.0683,5.0404,1.9905,2.5053,0.4500,0.3700,0.4500,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,3.9500,0.0000,0.0000,0.0800,0.4500,0.0000,
0,jump_on_and_off_box,5,0.5556,0.4889,3,5.0404,1.9905,7.4766,2.0218,2.4363,0.5150,0.4500,0.5150,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,0.0650,0.5150,0.0000,
0,jump_on_and_off_box,5,0.5556,0.4889,4,7.4766,2.0218,9.8475,1.9507,2.3720,0.5450,0.5150,0.5450,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,0.0300,0.5450,0.0000,
0,jump_on_and_off_box,5,0.5556,0.4889,5,9.8475,1.9507,12.3431,1.9224,2.4958,0.6150,0.5450,0.6150,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,0.0700,0.6150,0.0000,
0,jump_on_and_off_box,5,0.5556,0.4889,6,12.3431,1.9224,14.7508,1.9538,2.4078,0.6250,0.6150,0.6250,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,0.0100,0.6250,0.0000,
0,jump_on_and_off_box,5,0.5556,0.4889,7,14.7508,1.9538,17.0500,2.0000,2.2997,0.0000,0.6250,0.6250,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,-0.6250,0.6250,0.0000,
0,jump_on_and_off_box,6,0.6667,0.5667,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0,jump_on_and_off_box,6,0.6667,0.5667,1,1.5000,2.0000,2.4815,1.9466,0.9830,0.4200,-0.0000,0.4200,0.0000,0.0000,0.0000,0.0000,0.0000,1.7000,1.7000,0.0000,0.0000,0.4200,0.4200,0.0000,
0,jump_on_and_off_box,6,0.6667,0.5667,2,2.4815,1.9466,4.8022,2.0135,2.3216,0.4650,0.4200,0.4650,0.0000,0.0000,0.0000,0.0000,0.0000,1.7000,4.0000,0.0000,0.0000,0.0450,0.4650,0.0000,
0,jump_on_and_off_box,6,0.6667,0.5667,3,4.8022,2.0135,7.2301,1.9800,2.4282,0.5300,0.4650,0.5300,0.0000,0.0000,0.0000,0.0000,0.0000,1.7000,4.0000,0.0000,0.0000,0.0650,0.5300,0.0000,
0,jump_on_and_off_box,6,0.6667,0.5667,4,7.2301,1.9800,9.6520,2.0911,2.4244,0.5850,0.5300,0.5850,0.0000,0.0000,0.0000,0.0000,0.0000,1.7000,3.9500,0.0000,0.0000,0.0550,0.5850,0.0000,
0,jump_on_and_off_box,6,0.6667,0.5667,5,9.6520,2.0911,12.1224,1.9269,2.4759,0.6250,0.5850,0.6250,0.0000,0.0000,0.0000,0.0000,0.0000,1.7000,3.9500,0.0000,0.0000,0.0400,0.6250,0.0000,
0,jump_on_and_off_box,6,0.6667,0.5667,6,12.1224,1.9269,14.5712,1.9844,2.4495,0.6600,0.6250,0.6600,0.0000,0.0000,0.0000,0.0000,0.0000,1.7000,4.0000,0.0000,0.0000,0.0350,0.6600,0.0000,
0,jump_on_and_off_box,6,0.6667,0.5667,7,14.5712,1.9844,16.9000,2.0000,2.3289,0.0000,0.6600,0.6600,0.0000,0.0000,0.0000,0.0000,0.0000,1.7000,4.0000,0.0000,0.0000,-0.6600,0.6600,0.0000,
0,jump_on_and_off_box,7,0.7778,0.6444,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0,jump_on_and_off_box,7,0.7778,0.6444,1,1.5000,2.0000,2.4651,2.0291,0.9655,0.4550,-0.0000,0.4550,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,0.4550,0.4550,0.0000,
0,jump_on_and_off_box,7,0.7778,0.6444,2,2.4651,2.0291,4.6860,1.9629,2.2218,0.5200,0.4550,0.5200,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,0.0000,0.0000,0.0650,0.5200,0.0000,
0,jump_on_and_off_box,7,0.7778,0.6444,3,4.6860,1.9629,6.8871,1.9242,2.2015,0.5550,0.5200,0.5550,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,0.0000,0.0000,0.0350,0.5550,0.0000,
0,jump_on_and_off_box,7,0.7778,0.6444,4,6.8871,1.9242,9.1924,2.0727,2.3100,0.6150,0.5550,0.6150,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.9750,0.0000,0.0000,0.0600,0.6150,0.0000,
0,jump_on_and_off_box,7,0.7778,0.6444,5,9.1924,2.0727,11.6503,1.9667,2.4602,0.6950,0.6150,0.6950,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.9500,0.0000,0.0000,0.0800,0.6950,0.0000,
0,jump_on_and_off_box,7,0.7778,0.6444,6,11.6503,1.9667,14.1602,2.0760,2.5123,0.7100,0.6950,0.7100,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.9500,0.0000,0.0000,0.0150,0.7100,0.0000,
0,jump_on_and_off_box,7,0.7778,0.6444,7,14.1602,2.0760,16.5500,2.0000,2.3910,0.0000,0.7100,0.7100,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.9500,0.0000,0.0000,-0.7100,0.7100,0.0000,
0,jump_on_and_off_box,8,0.8889,0.7222,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0,jump_on_and_off_box,8,0.8889,0.7222,1,1.5000,2.0000,2.5888,1.9738,1.0891,0.5200,-0.0000,0.5200,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,1.9000,0.0000,0.0000,0.5200,0.5200,0.0000,
0,jump_on_and_off_box,8,0.8889,0.7222,2,2.5888,1.9738,4.9635,2.0561,2.3761,0.5450,0.5200,0.5450,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,3.9500,0.0000,0.0000,0.0250,0.5450,0.0000,
0,jump_on_and_off_box,8,0.8889,0.7222,3,4.9635,2.0561,7.2999,1.9088,2.3410,0.6000,0.5450,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,0.0550,0.6000,0.0000,
0,jump_on_and_off_box,8,0.8889,0.7222,4,7.2999,1.9088,9.5588,1.9571,2.2594,0.6650,0.6000,0.6650,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,3.9500,0.0000,0.0000,0.0650,0.6650,0.0000,
0,jump_on_and_off_box,8,0.8889,0.7222,5,9.5588,1.9571,11.8869,1.9181,2.3284,0.7100,0.6650,0.7100,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,0.0450,0.7100,0.0000,
0,jump_on_and_off_box,8,0.8889,0.7222,6,11.8869,1.9181,14.2614,2.0044,2.3761,0.7750,0.7100,0.7750,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,0.0650,0.7750,0.0000,
0,jump_on_and_off_box,8,0.8889,0.7222,7,14.2614,2.0044,16.5500,2.0000,2.2886,0.0000,0.7750,0.7750,0.0000,0.0000,0.0000,0.0000,0.0000,1.9000,4.0000,0.0000,0.0000,-0.7750,0.7750,0.0000,
0,jump_on_and_off_box,9,1.0000,0.8000,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
0,jump_on_and_off_box,9,1.0000,0.8000,1,1.5000,2.0000,2.5273,1.9602,1.0281,0.5800,-0.0000,0.5800,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000,0.5800,0.5800,0.0000,
0,jump_on_and_off_box,9,1.0000,0.8000,2,2.5273,1.9602,4.7103,1.9113,2.1835,0.6100,0.5800,0.6100,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.9500,0.0000,0.0000,0.0300,0.6100,0.0000,
0,jump_on_and_off_box,9,1.0000,0.8000,3,4.7103,1.9113,6.8676,1.9227,2.1573,0.6850,0.6100,0.6850,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.9500,0.0000,0.0000,0.0750,0.6850,0.0000,
0,jump_on_and_off_box,9,1.0000,0.8000,4,6.8676,1.9227,9.1612,2.0617,2.2978,0.6900,0.6850,0.6900,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,0.0000,0.0000,0.0050,0.6900,0.0000,
0,jump_on_and_off_box,9,1.0000,0.8000,5,9.1612,2.0617,11.5496,2.0635,2.3883,0.7800,0.6900,0.7800,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.9500,0.0000,0.0000,0.0900,0.7800,0.0000,
0,jump_on_and_off_box,9,1.0000,0.8000,6,11.5496,2.0635,13.8341,1.9082,2.2898,0.7950,0.7800,0.7950,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,0.0000,0.0000,0.0150,0.7950,0.0000,
0,jump_on_and_off_box,9,1.0000,0.8000,7,13.8341,1.9082,16.0500,2.0000,2.2178,0.0000,0.7950,0.7950,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,0.0000,0.0000,-0.7950,0.7950,0.0000,
1,forward_ramp_lips,0,0.0000,0.6000,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
1,forward_ramp_lips,0,0.0000,0.6000,1,1.5000,2.0000,2.4184,1.9511,0.9197,0.2350,-0.0000,0.2350,0.0000,0.0000,0.0000,5.8787,14.0362,1.5000,2.7500,0.0000,0.0000,0.3350,0.3350,0.0000,
1,forward_ramp_lips,0,0.0000,0.6000,2,2.4184,1.9511,4.3490,1.9816,1.9308,0.2550,0.4250,0.4250,0.0000,0.0000,0.0000,5.5503,14.0362,1.5000,1.5000,0.0000,0.0000,0.0350,0.4250,0.0000,
1,forward_ramp_lips,0,0.0000,0.6000,3,4.3490,1.9816,6.2930,1.9693,1.9441,0.2250,0.4650,0.4650,0.0000,0.0000,0.0000,5.6501,14.0362,1.5000,1.5000,0.0000,0.0000,-0.0400,0.4650,0.0000,
1,forward_ramp_lips,0,0.0000,0.6000,4,6.2930,1.9693,8.2418,2.0818,1.9520,0.2350,0.4100,0.4100,0.0000,0.0000,0.0000,4.9794,12.6804,1.5000,1.5000,0.0000,0.0000,0.0100,0.4100,0.0000,
1,forward_ramp_lips,0,0.0000,0.6000,5,8.2418,2.0818,10.3665,2.0349,2.1252,0.2450,0.4350,0.4350,0.0000,0.0000,0.0000,5.0553,9.9262,1.5000,1.5000,0.0000,0.0000,0.0050,0.4350,0.0000,
1,forward_ramp_lips,0,0.0000,0.6000,6,10.3665,2.0349,12.3572,2.0856,1.9914,0.2500,0.4350,0.4350,0.0000,0.0000,0.0000,5.4648,12.6804,1.5000,1.5000,0.0000,0.0000,0.0100,0.4350,0.0000,
1,forward_ramp_lips,0,0.0000,0.6000,7,12.3572,2.0856,14.2500,2.0000,1.8947,0.0150,0.4500,0.4500,0.0000,0.0000,0.0000,2.3659,12.6804,1.5000,3.9500,0.0000,0.0000,-0.3550,0.4500,0.0000,
1,forward_ramp_lips,1,0.1111,0.6444,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
1,forward_ramp_lips,1,0.1111,0.6444,1,1.5000,2.0000,2.5020,1.9414,1.0037,0.2700,-0.0000,0.2700,0.0000,0.0000,0.0000,6.2643,11.3099,1.5000,1.5000,0.0000,0.0000,0.3700,0.3700,0.0000,
1,forward_ramp_lips,1,0.1111,0.6444,2,2.5020,1.9414,4.5086,1.9038,2.0069,0.2600,0.4600,0.4600,0.0000,0.0000,0.0000,5.2860,11.3099,1.5000,1.5000,0.0000,0.0000,-0.0050,0.4600,0.0000,
1,forward_ramp_lips,1,0.1111,0.6444,3,4.5086,1.9038,6.5953,2.0529,2.0920,0.2600,0.4650,0.4650,0.0000,0.0000,0.0000,5.6666,11.3099,1.5000,1.5000,0.0000,0.0000,0.0050,0.4650,0.0000,
1,forward_ramp_lips,1,0.1111,0.6444,4,6.5953,2.0529,8.5698,1.9346,1.9781,0.2650,0.4600,0.4600,0.0000,0.0000,0.0000,5.7032,14.0362,1.5000,1.5000,0.0000,0.0000,0.0100,0.4600,0.0000,
1,forward_ramp_lips,1,0.1111,0.6444,5,8.5698,1.9346,10.4911,2.0973,1.9281,0.2500,0.4850,0.4850,0.0000,0.0000,0.0000,6.3391,14.0362,1.5000,1.5000,0.0000,0.0000,-0.0100,0.4850,0.0000,
1,forward_ramp_lips,1,0.1111,0.6444,6,10.4911,2.0973,12.3625,1.9104,1.8807,0.2600,0.4650,0.4650,0.0000,0.0000,0.0000,5.3819,12.6804,1.5000,1.5000,0.0000,0.0000,-0.0150,0.4650,0.0000,
1,forward_ramp_lips,1,0.1111,0.6444,7,12.3625,1.9104,14.2000,2.0000,1.8397,0.0150,0.4450,0.4450,0.0000,0.0000,0.0000,1.9764,12.6804,1.5000,4.0000,0.0000,0.0000,-0.3550,0.4450,0.0000,
1,forward_ramp_lips,2,0.2222,0.6889,0,1.0000,2.0000,1.5000,2.0000,0.5000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
1,forward_ramp_lips,2,0.2222,0.6889,1,1.5000,2.0000,2.5894,1.9761,1.0897,0.2700,-0.0000,0.2700,0.0000,0.0000,0.0000,6.0480,11.3099,1.8000,1.8000,0.0000,0.0000,0.3750,0.3750,0.0000,
1,forward_ramp_lips,2,0.2222,0.6889,2,2.5894,1.9761,4.6016,2.0870,2.0153,0.2500,0.4650,0.4650,0.0000,0.0000,0.0000,5.4696,12.6804,1.8000,1.8000,0.0000,0.0000,-0.0100,0.4650,0.0000,
1,forward_ramp_lips,2,0.2222,0.6889,3,4.6016,2.0870,6.6291,1.9219,2.0341,0.2850,0.4700,0.4700,0.0000,0.0000,0.0000,6.1224,12.6804,1.8000,1.8000,0.0000,0.0000,0.0350,0.4700,0.0000,
1,forward_ramp_lips,2,0.2222,0.6889,4,6.6291,1.9219,8.5573,2.0803,1.9347,0.2600,0.5000,0.5000,0.0000,0.0000,0.0000,6.1765,16.6992,1.8000,1.8000,0.0000,0.0000,-0.0150,0.5000,0.0000,
1,forward_ramp_lips,2,0.2222,0.6889,5,8.5573,2.0803,10.5250,1.9428,1.9725,0.2700,0.5000,0.5000,0.0000,0.0000,0.0000,6.1668,16.6992,1.8000,1.8000,0.0000,0.0000,-0.0050,0.5000,0.0000,
1,forward_ramp_lips,2,0.2222,0.6889,6,10.5250,1.9428,12.4331,1.9641,1.9082,0.2400,0.4800,0.4800,0.0000,0.0000,0.0000,6.3737,16.6992,1.8000,1.8000,0.0000,0.0000,-0.0100,0.4800,0.0000,
